NUMBER OF JOBS,200
NUMBER OF MACHINES,200
NUMBER OF ROTATIONS,0
VALUE OF ROTATIONS,
VALUES,
ROTATION POSET GRAPH CONSTR,
,
JOB MACHINE PAIRS,
,Uij
J2 M202,
J2 M203,
J2 M204,
J2 M205,
J2 M206,
J2 M207,
J2 M208,
J2 M209,
J2 M210,
J2 M211,
J2 M212,
J2 M213,
J2 M214,
J2 M215,
J2 M216,
J2 M217,
J2 M218,
J2 M219,
J2 M220,
J2 M221,
J2 M222,
J2 M223,
J2 M224,
J2 M225,
J2 M226,
J2 M227,
J2 M228,
J2 M229,
J2 M230,
J2 M231,
J2 M232,
J2 M233,
J2 M234,
J2 M235,
J2 M236,
J2 M237,
J2 M238,
J2 M239,
J2 M240,
J2 M241,
J2 M242,
J2 M243,
J2 M244,
J2 M245,
J2 M246,
J2 M247,
J2 M248,
J2 M249,
J2 M250,
J2 M251,
J2 M252,
J2 M253,
J2 M254,
J2 M255,
J2 M256,
J2 M257,
J2 M258,
J2 M259,
J2 M260,
J2 M261,
J2 M262,
J2 M263,
J2 M264,
J2 M265,
J2 M266,
J2 M267,
J2 M268,
J2 M269,
J2 M270,
J2 M271,
J2 M272,
J2 M273,
J2 M274,
J2 M275,
J2 M276,
J2 M277,
J2 M278,
J2 M279,
J2 M280,
J2 M281,
J2 M282,
J2 M283,
J2 M284,
J2 M285,
J2 M286,
J2 M287,
J2 M288,
J2 M289,
J2 M290,
J2 M291,
J2 M292,
J2 M293,
J2 M294,
J2 M295,
J2 M296,
J2 M297,
J2 M298,
J2 M299,
J2 M300,
J2 M301,
J2 M302,
J2 M303,
J2 M304,
J2 M305,
J2 M306,
J2 M307,
J2 M308,
J2 M309,
J2 M310,
J2 M311,
J2 M312,
J2 M313,
J2 M314,
J2 M315,
J2 M316,
J2 M317,
J2 M318,
J2 M319,
J2 M320,
J2 M321,
J2 M322,
J2 M323,
J2 M324,
J2 M325,
J2 M326,
J2 M327,
J2 M328,
J2 M329,
J2 M330,
J2 M331,
J2 M332,
J2 M333,
J2 M334,
J2 M335,
J2 M336,
J2 M337,
J2 M338,
J2 M339,
J2 M340,
J2 M341,
J2 M342,
J2 M343,
J2 M344,
J2 M345,
J2 M346,
J2 M347,
J2 M348,
J2 M349,
J2 M350,
J2 M351,
J2 M352,
J2 M353,
J2 M354,
J2 M355,
J2 M356,
J2 M357,
J2 M358,
J2 M359,
J2 M360,
J2 M361,
J2 M362,
J2 M363,
J2 M364,
J2 M365,
J2 M366,
J2 M367,
J2 M368,
J2 M369,
J2 M370,
J2 M371,
J2 M372,
J2 M373,
J2 M374,
J2 M375,
J2 M376,
J2 M377,
J2 M378,
J2 M379,
J2 M380,
J2 M381,
J2 M382,
J2 M383,
J2 M384,
J2 M385,
J2 M386,
J2 M387,
J2 M388,
J2 M389,
J2 M390,
J2 M391,
J2 M392,
J2 M393,
J2 M394,
J2 M395,
J2 M396,
J2 M397,
J2 M398,
J2 M399,
J2 M400,
J2 M401,
J3 M202,
J3 M203,
J3 M204,
J3 M205,
J3 M206,
J3 M207,
J3 M208,
J3 M209,
J3 M210,
J3 M211,
J3 M212,
J3 M213,
J3 M214,
J3 M215,
J3 M216,
J3 M217,
J3 M218,
J3 M219,
J3 M220,
J3 M221,
J3 M222,
J3 M223,
J3 M224,
J3 M225,
J3 M226,
J3 M227,
J3 M228,
J3 M229,
J3 M230,
J3 M231,
J3 M232,
J3 M233,
J3 M234,
J3 M235,
J3 M236,
J3 M237,
J3 M238,
J3 M239,
J3 M240,
J3 M241,
J3 M242,
J3 M243,
J3 M244,
J3 M245,
J3 M246,
J3 M247,
J3 M248,
J3 M249,
J3 M250,
J3 M251,
J3 M252,
J3 M253,
J3 M254,
J3 M255,
J3 M256,
J3 M257,
J3 M258,
J3 M259,
J3 M260,
J3 M261,
J3 M262,
J3 M263,
J3 M264,
J3 M265,
J3 M266,
J3 M267,
J3 M268,
J3 M269,
J3 M270,
J3 M271,
J3 M272,
J3 M273,
J3 M274,
J3 M275,
J3 M276,
J3 M277,
J3 M278,
J3 M279,
J3 M280,
J3 M281,
J3 M282,
J3 M283,
J3 M284,
J3 M285,
J3 M286,
J3 M287,
J3 M288,
J3 M289,
J3 M290,
J3 M291,
J3 M292,
J3 M293,
J3 M294,
J3 M295,
J3 M296,
J3 M297,
J3 M298,
J3 M299,
J3 M300,
J3 M301,
J3 M302,
J3 M303,
J3 M304,
J3 M305,
J3 M306,
J3 M307,
J3 M308,
J3 M309,
J3 M310,
J3 M311,
J3 M312,
J3 M313,
J3 M314,
J3 M315,
J3 M316,
J3 M317,
J3 M318,
J3 M319,
J3 M320,
J3 M321,
J3 M322,
J3 M323,
J3 M324,
J3 M325,
J3 M326,
J3 M327,
J3 M328,
J3 M329,
J3 M330,
J3 M331,
J3 M332,
J3 M333,
J3 M334,
J3 M335,
J3 M336,
J3 M337,
J3 M338,
J3 M339,
J3 M340,
J3 M341,
J3 M342,
J3 M343,
J3 M344,
J3 M345,
J3 M346,
J3 M347,
J3 M348,
J3 M349,
J3 M350,
J3 M351,
J3 M352,
J3 M353,
J3 M354,
J3 M355,
J3 M356,
J3 M357,
J3 M358,
J3 M359,
J3 M360,
J3 M361,
J3 M362,
J3 M363,
J3 M364,
J3 M365,
J3 M366,
J3 M367,
J3 M368,
J3 M369,
J3 M370,
J3 M371,
J3 M372,
J3 M373,
J3 M374,
J3 M375,
J3 M376,
J3 M377,
J3 M378,
J3 M379,
J3 M380,
J3 M381,
J3 M382,
J3 M383,
J3 M384,
J3 M385,
J3 M386,
J3 M387,
J3 M388,
J3 M389,
J3 M390,
J3 M391,
J3 M392,
J3 M393,
J3 M394,
J3 M395,
J3 M396,
J3 M397,
J3 M398,
J3 M399,
J3 M400,
J3 M401,
J4 M202,
J4 M203,
J4 M204,
J4 M205,
J4 M206,
J4 M207,
J4 M208,
J4 M209,
J4 M210,
J4 M211,
J4 M212,
J4 M213,
J4 M214,
J4 M215,
J4 M216,
J4 M217,
J4 M218,
J4 M219,
J4 M220,
J4 M221,
J4 M222,
J4 M223,
J4 M224,
J4 M225,
J4 M226,
J4 M227,
J4 M228,
J4 M229,
J4 M230,
J4 M231,
J4 M232,
J4 M233,
J4 M234,
J4 M235,
J4 M236,
J4 M237,
J4 M238,
J4 M239,
J4 M240,
J4 M241,
J4 M242,
J4 M243,
J4 M244,
J4 M245,
J4 M246,
J4 M247,
J4 M248,
J4 M249,
J4 M250,
J4 M251,
J4 M252,
J4 M253,
J4 M254,
J4 M255,
J4 M256,
J4 M257,
J4 M258,
J4 M259,
J4 M260,
J4 M261,
J4 M262,
J4 M263,
J4 M264,
J4 M265,
J4 M266,
J4 M267,
J4 M268,
J4 M269,
J4 M270,
J4 M271,
J4 M272,
J4 M273,
J4 M274,
J4 M275,
J4 M276,
J4 M277,
J4 M278,
J4 M279,
J4 M280,
J4 M281,
J4 M282,
J4 M283,
J4 M284,
J4 M285,
J4 M286,
J4 M287,
J4 M288,
J4 M289,
J4 M290,
J4 M291,
J4 M292,
J4 M293,
J4 M294,
J4 M295,
J4 M296,
J4 M297,
J4 M298,
J4 M299,
J4 M300,
J4 M301,
J4 M302,
J4 M303,
J4 M304,
J4 M305,
J4 M306,
J4 M307,
J4 M308,
J4 M309,
J4 M310,
J4 M311,
J4 M312,
J4 M313,
J4 M314,
J4 M315,
J4 M316,
J4 M317,
J4 M318,
J4 M319,
J4 M320,
J4 M321,
J4 M322,
J4 M323,
J4 M324,
J4 M325,
J4 M326,
J4 M327,
J4 M328,
J4 M329,
J4 M330,
J4 M331,
J4 M332,
J4 M333,
J4 M334,
J4 M335,
J4 M336,
J4 M337,
J4 M338,
J4 M339,
J4 M340,
J4 M341,
J4 M342,
J4 M343,
J4 M344,
J4 M345,
J4 M346,
J4 M347,
J4 M348,
J4 M349,
J4 M350,
J4 M351,
J4 M352,
J4 M353,
J4 M354,
J4 M355,
J4 M356,
J4 M357,
J4 M358,
J4 M359,
J4 M360,
J4 M361,
J4 M362,
J4 M363,
J4 M364,
J4 M365,
J4 M366,
J4 M367,
J4 M368,
J4 M369,
J4 M370,
J4 M371,
J4 M372,
J4 M373,
J4 M374,
J4 M375,
J4 M376,
J4 M377,
J4 M378,
J4 M379,
J4 M380,
J4 M381,
J4 M382,
J4 M383,
J4 M384,
J4 M385,
J4 M386,
J4 M387,
J4 M388,
J4 M389,
J4 M390,
J4 M391,
J4 M392,
J4 M393,
J4 M394,
J4 M395,
J4 M396,
J4 M397,
J4 M398,
J4 M399,
J4 M400,
J4 M401,
J5 M202,
J5 M203,
J5 M204,
J5 M205,
J5 M206,
J5 M207,
J5 M208,
J5 M209,
J5 M210,
J5 M211,
J5 M212,
J5 M213,
J5 M214,
J5 M215,
J5 M216,
J5 M217,
J5 M218,
J5 M219,
J5 M220,
J5 M221,
J5 M222,
J5 M223,
J5 M224,
J5 M225,
J5 M226,
J5 M227,
J5 M228,
J5 M229,
J5 M230,
J5 M231,
J5 M232,
J5 M233,
J5 M234,
J5 M235,
J5 M236,
J5 M237,
J5 M238,
J5 M239,
J5 M240,
J5 M241,
J5 M242,
J5 M243,
J5 M244,
J5 M245,
J5 M246,
J5 M247,
J5 M248,
J5 M249,
J5 M250,
J5 M251,
J5 M252,
J5 M253,
J5 M254,
J5 M255,
J5 M256,
J5 M257,
J5 M258,
J5 M259,
J5 M260,
J5 M261,
J5 M262,
J5 M263,
J5 M264,
J5 M265,
J5 M266,
J5 M267,
J5 M268,
J5 M269,
J5 M270,
J5 M271,
J5 M272,
J5 M273,
J5 M274,
J5 M275,
J5 M276,
J5 M277,
J5 M278,
J5 M279,
J5 M280,
J5 M281,
J5 M282,
J5 M283,
J5 M284,
J5 M285,
J5 M286,
J5 M287,
J5 M288,
J5 M289,
J5 M290,
J5 M291,
J5 M292,
J5 M293,
J5 M294,
J5 M295,
J5 M296,
J5 M297,
J5 M298,
J5 M299,
J5 M300,
J5 M301,
J5 M302,
J5 M303,
J5 M304,
J5 M305,
J5 M306,
J5 M307,
J5 M308,
J5 M309,
J5 M310,
J5 M311,
J5 M312,
J5 M313,
J5 M314,
J5 M315,
J5 M316,
J5 M317,
J5 M318,
J5 M319,
J5 M320,
J5 M321,
J5 M322,
J5 M323,
J5 M324,
J5 M325,
J5 M326,
J5 M327,
J5 M328,
J5 M329,
J5 M330,
J5 M331,
J5 M332,
J5 M333,
J5 M334,
J5 M335,
J5 M336,
J5 M337,
J5 M338,
J5 M339,
J5 M340,
J5 M341,
J5 M342,
J5 M343,
J5 M344,
J5 M345,
J5 M346,
J5 M347,
J5 M348,
J5 M349,
J5 M350,
J5 M351,
J5 M352,
J5 M353,
J5 M354,
J5 M355,
J5 M356,
J5 M357,
J5 M358,
J5 M359,
J5 M360,
J5 M361,
J5 M362,
J5 M363,
J5 M364,
J5 M365,
J5 M366,
J5 M367,
J5 M368,
J5 M369,
J5 M370,
J5 M371,
J5 M372,
J5 M373,
J5 M374,
J5 M375,
J5 M376,
J5 M377,
J5 M378,
J5 M379,
J5 M380,
J5 M381,
J5 M382,
J5 M383,
J5 M384,
J5 M385,
J5 M386,
J5 M387,
J5 M388,
J5 M389,
J5 M390,
J5 M391,
J5 M392,
J5 M393,
J5 M394,
J5 M395,
J5 M396,
J5 M397,
J5 M398,
J5 M399,
J5 M400,
J5 M401,
J6 M202,
J6 M203,
J6 M204,
J6 M205,
J6 M206,
J6 M207,
J6 M208,
J6 M209,
J6 M210,
J6 M211,
J6 M212,
J6 M213,
J6 M214,
J6 M215,
J6 M216,
J6 M217,
J6 M218,
J6 M219,
J6 M220,
J6 M221,
J6 M222,
J6 M223,
J6 M224,
J6 M225,
J6 M226,
J6 M227,
J6 M228,
J6 M229,
J6 M230,
J6 M231,
J6 M232,
J6 M233,
J6 M234,
J6 M235,
J6 M236,
J6 M237,
J6 M238,
J6 M239,
J6 M240,
J6 M241,
J6 M242,
J6 M243,
J6 M244,
J6 M245,
J6 M246,
J6 M247,
J6 M248,
J6 M249,
J6 M250,
J6 M251,
J6 M252,
J6 M253,
J6 M254,
J6 M255,
J6 M256,
J6 M257,
J6 M258,
J6 M259,
J6 M260,
J6 M261,
J6 M262,
J6 M263,
J6 M264,
J6 M265,
J6 M266,
J6 M267,
J6 M268,
J6 M269,
J6 M270,
J6 M271,
J6 M272,
J6 M273,
J6 M274,
J6 M275,
J6 M276,
J6 M277,
J6 M278,
J6 M279,
J6 M280,
J6 M281,
J6 M282,
J6 M283,
J6 M284,
J6 M285,
J6 M286,
J6 M287,
J6 M288,
J6 M289,
J6 M290,
J6 M291,
J6 M292,
J6 M293,
J6 M294,
J6 M295,
J6 M296,
J6 M297,
J6 M298,
J6 M299,
J6 M300,
J6 M301,
J6 M302,
J6 M303,
J6 M304,
J6 M305,
J6 M306,
J6 M307,
J6 M308,
J6 M309,
J6 M310,
J6 M311,
J6 M312,
J6 M313,
J6 M314,
J6 M315,
J6 M316,
J6 M317,
J6 M318,
J6 M319,
J6 M320,
J6 M321,
J6 M322,
J6 M323,
J6 M324,
J6 M325,
J6 M326,
J6 M327,
J6 M328,
J6 M329,
J6 M330,
J6 M331,
J6 M332,
J6 M333,
J6 M334,
J6 M335,
J6 M336,
J6 M337,
J6 M338,
J6 M339,
J6 M340,
J6 M341,
J6 M342,
J6 M343,
J6 M344,
J6 M345,
J6 M346,
J6 M347,
J6 M348,
J6 M349,
J6 M350,
J6 M351,
J6 M352,
J6 M353,
J6 M354,
J6 M355,
J6 M356,
J6 M357,
J6 M358,
J6 M359,
J6 M360,
J6 M361,
J6 M362,
J6 M363,
J6 M364,
J6 M365,
J6 M366,
J6 M367,
J6 M368,
J6 M369,
J6 M370,
J6 M371,
J6 M372,
J6 M373,
J6 M374,
J6 M375,
J6 M376,
J6 M377,
J6 M378,
J6 M379,
J6 M380,
J6 M381,
J6 M382,
J6 M383,
J6 M384,
J6 M385,
J6 M386,
J6 M387,
J6 M388,
J6 M389,
J6 M390,
J6 M391,
J6 M392,
J6 M393,
J6 M394,
J6 M395,
J6 M396,
J6 M397,
J6 M398,
J6 M399,
J6 M400,
J6 M401,
J7 M202,
J7 M203,
J7 M204,
J7 M205,
J7 M206,
J7 M207,
J7 M208,
J7 M209,
J7 M210,
J7 M211,
J7 M212,
J7 M213,
J7 M214,
J7 M215,
J7 M216,
J7 M217,
J7 M218,
J7 M219,
J7 M220,
J7 M221,
J7 M222,
J7 M223,
J7 M224,
J7 M225,
J7 M226,
J7 M227,
J7 M228,
J7 M229,
J7 M230,
J7 M231,
J7 M232,
J7 M233,
J7 M234,
J7 M235,
J7 M236,
J7 M237,
J7 M238,
J7 M239,
J7 M240,
J7 M241,
J7 M242,
J7 M243,
J7 M244,
J7 M245,
J7 M246,
J7 M247,
J7 M248,
J7 M249,
J7 M250,
J7 M251,
J7 M252,
J7 M253,
J7 M254,
J7 M255,
J7 M256,
J7 M257,
J7 M258,
J7 M259,
J7 M260,
J7 M261,
J7 M262,
J7 M263,
J7 M264,
J7 M265,
J7 M266,
J7 M267,
J7 M268,
J7 M269,
J7 M270,
J7 M271,
J7 M272,
J7 M273,
J7 M274,
J7 M275,
J7 M276,
J7 M277,
J7 M278,
J7 M279,
J7 M280,
J7 M281,
J7 M282,
J7 M283,
J7 M284,
J7 M285,
J7 M286,
J7 M287,
J7 M288,
J7 M289,
J7 M290,
J7 M291,
J7 M292,
J7 M293,
J7 M294,
J7 M295,
J7 M296,
J7 M297,
J7 M298,
J7 M299,
J7 M300,
J7 M301,
J7 M302,
J7 M303,
J7 M304,
J7 M305,
J7 M306,
J7 M307,
J7 M308,
J7 M309,
J7 M310,
J7 M311,
J7 M312,
J7 M313,
J7 M314,
J7 M315,
J7 M316,
J7 M317,
J7 M318,
J7 M319,
J7 M320,
J7 M321,
J7 M322,
J7 M323,
J7 M324,
J7 M325,
J7 M326,
J7 M327,
J7 M328,
J7 M329,
J7 M330,
J7 M331,
J7 M332,
J7 M333,
J7 M334,
J7 M335,
J7 M336,
J7 M337,
J7 M338,
J7 M339,
J7 M340,
J7 M341,
J7 M342,
J7 M343,
J7 M344,
J7 M345,
J7 M346,
J7 M347,
J7 M348,
J7 M349,
J7 M350,
J7 M351,
J7 M352,
J7 M353,
J7 M354,
J7 M355,
J7 M356,
J7 M357,
J7 M358,
J7 M359,
J7 M360,
J7 M361,
J7 M362,
J7 M363,
J7 M364,
J7 M365,
J7 M366,
J7 M367,
J7 M368,
J7 M369,
J7 M370,
J7 M371,
J7 M372,
J7 M373,
J7 M374,
J7 M375,
J7 M376,
J7 M377,
J7 M378,
J7 M379,
J7 M380,
J7 M381,
J7 M382,
J7 M383,
J7 M384,
J7 M385,
